asset_id,category,family,piece,scope,priority,status,art_missing,current_art,implemented_in,requirement_id,notes
card-exploration-ex6,card,Exploration cards,Exploration ex6,base-game,critical,missing,yes,,,card-exploration,Unique card illustration is missing.
card-exploration-ex7,card,Exploration cards,Exploration ex7,base-game,critical,missing,yes,,,card-exploration,Unique card illustration is missing.
card-exploration-ex8,card,Exploration cards,Exploration ex8,base-game,critical,missing,yes,,,card-exploration,Unique card illustration is missing.
card-exploration-ex9,card,Exploration cards,Exploration ex9,base-game,critical,missing,yes,,,card-exploration,Unique card illustration is missing.
req-card-exploration-card-back,card,Exploration cards,card-back,base-game,critical,missing,yes,,,card-exploration,No game-facing card artwork exists for this family.
req-card-exploration-corridor-layout,card,Exploration cards,corridor-layout,base-game,critical,missing,yes,,,card-exploration,No game-facing card artwork exists for this family.
req-card-exploration-entrance-effect,card,Exploration cards,entrance-effect,base-game,critical,missing,yes,,,card-exploration,No game-facing card artwork exists for this family.
req-card-exploration-room-type,card,Exploration cards,room-type,base-game,critical,missing,yes,,,card-exploration,No game-facing card artwork exists for this family.
card-item-green_gen_4,card,Green item cards,Adrenaline Shot,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_11,card,Green item cards,Air Filter,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_19,card,Green item cards,Antibiotics,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_13,card,Green item cards,Antidote,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_1,card,Green item cards,Antiseptic,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_0,card,Green item cards,Bandages,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_18,card,Green item cards,Burn Cream,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_25,card,Green item cards,Compass,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_12,card,Green item cards,Decontamination Wipes,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_16,card,Green item cards,Disinfectant Spray,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_22,card,Green item cards,Emergency Beacon,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_26,card,Green item cards,Emergency Map,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_9,card,Green item cards,Emergency Rations,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_3,card,Green item cards,Energy Drink,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_8,card,Green item cards,First Aid Kit,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_21,card,Green item cards,Flare Gun,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_5,card,Green item cards,Herbal Remedy,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-medpackStarter,card,Green item cards,Medpack,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_7,card,Green item cards,Morphine,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-oxygenTank,card,Green item cards,Oxygen Tank,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_2,card,Green item cards,Painkillers,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-scanner,card,Green item cards,Scanner,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_23,card,Green item cards,Signal Mirror,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_6,card,Green item cards,Splint,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_14,card,Green item cards,Stim Pack,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_20,card,Green item cards,Survival Kit,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_24,card,Green item cards,Thermal Blanket,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_17,card,Green item cards,Tourniquet,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_15,card,Green item cards,Vitamins,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
card-item-green_gen_10,card,Green item cards,Water Filter,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Category frame exists; unique item illustration is missing.
req-card-item-green-card-back,card,Green item cards,card-back,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Functional category frame; unique item illustration is missing.
req-card-item-green-card-front,card,Green item cards,card-front,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Functional category frame; unique item illustration is missing.
req-card-item-green-medical,card,Green item cards,medical,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Functional category frame; unique item illustration is missing.
req-card-item-green-one-use,card,Green item cards,one-use,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Functional category frame; unique item illustration is missing.
req-card-item-green-tactical-belt,card,Green item cards,tactical-belt,base-game,critical,template-only,yes,../../assets/generated/cards/green-item.svg,../../js/ui.js,card-item-green,Functional category frame; unique item illustration is missing.
card-intruder-attack-ia10,card,Intruder attack cards,Acid Spit,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia2,card,Intruder attack cards,Bite,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia12,card,Intruder attack cards,Charge,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia14,card,Intruder attack cards,Claw,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia5,card,Intruder attack cards,Crush,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia1,card,Intruder attack cards,Deadly Claws,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia11,card,Intruder attack cards,Gnaw,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia6,card,Intruder attack cards,Grasp,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia16,card,Intruder attack cards,Headbutt,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia3,card,Intruder attack cards,Infecting,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia18,card,Intruder attack cards,Maul,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia8,card,Intruder attack cards,Pounce,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia15,card,Intruder attack cards,Punch,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia4,card,Intruder attack cards,Rend,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia7,card,Intruder attack cards,Slash,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia13,card,Intruder attack cards,Spit,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia9,card,Intruder attack cards,Tail Whip,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia17,card,Intruder attack cards,Tear,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia19,card,Intruder attack cards,Thrash,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
card-intruder-attack-ia20,card,Intruder attack cards,Venom,base-game,critical,missing,yes,,,card-intruder-attack,Unique card illustration is missing.
req-card-intruder-attack-adult,card,Intruder attack cards,adult,base-game,critical,missing,yes,,,card-intruder-attack,No game-facing card artwork exists for this family.
req-card-intruder-attack-card-back,card,Intruder attack cards,card-back,base-game,critical,missing,yes,,,card-intruder-attack,No game-facing card artwork exists for this family.
req-card-intruder-attack-drone,card,Intruder attack cards,drone,base-game,critical,missing,yes,,,card-intruder-attack,No game-facing card artwork exists for this family.
req-card-intruder-attack-primeblood,card,Intruder attack cards,primeblood,base-game,critical,missing,yes,,,card-intruder-attack,No game-facing card artwork exists for this family.
req-card-intruder-attack-queen,card,Intruder attack cards,queen,base-game,critical,missing,yes,,,card-intruder-attack,No game-facing card artwork exists for this family.
req-card-weakness-face-down,card,Intruder weakness cards,face-down,base-game,medium,missing,yes,,,card-weakness,No game-facing card artwork exists for this family.
req-card-weakness-revealed,card,Intruder weakness cards,revealed,base-game,medium,missing,yes,,,card-weakness,No game-facing card artwork exists for this family.
req-card-weakness-three-weakness-types,card,Intruder weakness cards,three-weakness-types,base-game,medium,missing,yes,,,card-weakness,No game-facing card artwork exists for this family.
card-objective-mission-mo1,card,Mission objective cards,Official Order,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo2,card,Mission objective cards,Official Order,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo3,card,Mission objective cards,Official Order,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo4,card,Mission objective cards,Official Order,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo5,card,Mission objective cards,Ulterior Motive,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo6,card,Mission objective cards,Ulterior Motive,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mo7,card,Mission objective cards,Ulterior Motive,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
req-card-objective-mission-card-back,card,Mission objective/task cards,card-back,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Functional objective treatment; unique card illustration is missing.
req-card-objective-mission-objective,card,Mission objective/task cards,objective,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Functional objective treatment; unique card illustration is missing.
req-card-objective-mission-player-count,card,Mission objective/task cards,player-count,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Functional objective treatment; unique card illustration is missing.
req-card-objective-mission-resolved,card,Mission objective/task cards,resolved,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Functional objective treatment; unique card illustration is missing.
req-card-objective-mission-task,card,Mission objective/task cards,task,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Functional objective treatment; unique card illustration is missing.
card-objective-mission-mt7,card,Mission task cards,Eradication,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt3,card,Mission task cards,Escort Mission,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt5,card,Mission task cards,Essential Data,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt6,card,Mission task cards,Facility Restart,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt4,card,Mission task cards,Perimeter Clearing,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt1,card,Mission task cards,Primary Samples,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt2,card,Mission task cards,Reconnaissance,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
card-objective-mission-mt8,card,Mission task cards,The Supply Route,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-mission,Unique card illustration is missing.
req-card-help-cleanup,card,Player help/phase cards,cleanup,base-game,high,missing,yes,,,card-help,No game-facing card artwork exists for this family.
req-card-help-event-phase,card,Player help/phase cards,event-phase,base-game,high,missing,yes,,,card-help,No game-facing card artwork exists for this family.
req-card-help-intruder-phase,card,Player help/phase cards,intruder-phase,base-game,high,missing,yes,,,card-help,No game-facing card artwork exists for this family.
req-card-help-player-number,card,Player help/phase cards,player-number,base-game,high,missing,yes,,,card-help,No game-facing card artwork exists for this family.
req-card-help-player-phase,card,Player help/phase cards,player-phase,base-game,high,missing,yes,,,card-help,No game-facing card artwork exists for this family.
card-objective-private-po4,card,Private objective cards,Clean-Up,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po10,card,Private objective cards,Data Thief,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po13,card,Private objective cards,Explorer,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po5,card,Private objective cards,Faceoff,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po11,card,Private objective cards,Firebug,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po15,card,Private objective cards,Last Stand,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po7,card,Private objective cards,Lone Wolf,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po12,card,Private objective cards,Pacifist,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po6,card,Private objective cards,Sabotage,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po1,card,Private objective cards,Self-Serving,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po8,card,Private objective cards,Survivor,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po2,card,Private objective cards,The Great Hunt,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po14,card,Private objective cards,Tomb Raider,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-objective-private-po3,card,Private objective cards,"Veni, Vidi, Vici",base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
req-card-objective-private-card-back,card,Private objective cards,card-back,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
req-card-objective-private-chosen,card,Private objective cards,chosen,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
req-card-objective-private-hidden,card,Private objective cards,hidden,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
req-card-objective-private-objective,card,Private objective cards,objective,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
req-card-objective-private-player-count,card,Private objective cards,player-count,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
req-card-objective-private-rejected,card,Private objective cards,rejected,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Functional objective treatment; unique card illustration is missing.
card-objective-private-po9,card,Private objective cards,标本 Collector,base-game,high,template-only,yes,../../assets/generated/cards/objective.svg,../../js/ui.js,card-objective-private,Unique card illustration is missing.
card-item-red_gen_17,card,Red item cards, Riot Gun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_12,card,Red item cards,Armor Piercing Rounds,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-rifle,card,Red item cards,Assault Rifle,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-automaticShotgun,card,Red item cards,Automatic Shotgun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_18,card,Red item cards,Battle Rifle,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_0,card,Red item cards,Combat Knife,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_13,card,Red item cards,Combat Machete,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_4,card,Red item cards,Combat Shotgun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_6,card,Red item cards,Crossbow,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-flamethrower,card,Red item cards,Flamethrower,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_8,card,Red item cards,Flashbang,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_10,card,Red item cards,Frag Grenade,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-grenadeLauncher,card,Red item cards,Grenade Launcher,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_5,card,Red item cards,Heavy Machine Gun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_11,card,Red item cards,Incendiary Rounds,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_19,card,Red item cards,Laser Pistol,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-militaryTaser,card,Red item cards,Military Taser,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_16,card,Red item cards,Net Launcher,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-pistol,card,Red item cards,Pistol,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_3,card,Red item cards,Plasma Pistol,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_2,card,Red item cards,Pulse Rifle,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-smg,card,Red item cards,SMG,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_9,card,Red item cards,Smoke Grenade,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-sniperRifle,card,Red item cards,Sniper Rifle,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-sonicGun,card,Red item cards,Sonic Gun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_15,card,Red item cards,Speargun,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_1,card,Red item cards,Stun Baton,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_14,card,Red item cards,Tactical Batons,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-tacticalHatchet,card,Red item cards,Tactical Hatchet,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
card-item-red_gen_7,card,Red item cards,Taser,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Category frame exists; unique item illustration is missing.
req-card-item-red-ammo,card,Red item cards,ammo,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
req-card-item-red-card-back,card,Red item cards,card-back,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
req-card-item-red-card-front,card,Red item cards,card-front,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
req-card-item-red-heavy,card,Red item cards,heavy,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
req-card-item-red-one-use,card,Red item cards,one-use,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
req-card-item-red-weapon,card,Red item cards,weapon,base-game,critical,template-only,yes,../../assets/generated/cards/red-item.svg,../../js/ui.js,card-item-red,Functional category frame; unique item illustration is missing.
card-wound-sw1,card,Serious wound cards,Blindness,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw24,card,Serious wound cards,Broken Jaw,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw2,card,Serious wound cards,Broken Ribs,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw8,card,Serious wound cards,Collapsed Lung,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw3,card,Serious wound cards,Concussion,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw7,card,Serious wound cards,Cracked Skull,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw18,card,Serious wound cards,Crushed Fingers,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw25,card,Serious wound cards,Crushed Windpipe,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw13,card,Serious wound cards,Deep Wound,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw17,card,Serious wound cards,Dislocated Shoulder,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw11,card,Serious wound cards,EYES,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw14,card,Serious wound cards,Fractured Arm,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw27,card,Serious wound cards,General Trauma,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw4,card,Serious wound cards,Internal Bleeding,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw10,card,Serious wound cards,Loss of Vision,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw9,card,Serious wound cards,Nerve Damage,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw21,card,Serious wound cards,Perforated Eardrum,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw23,card,Serious wound cards,Punctured Lung,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw19,card,Serious wound cards,Ruptured Spleen,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw16,card,Serious wound cards,Severe Burns,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
card-wound-sw22,card,Serious wound cards,Severed Tendon,base-game,high,missing,yes,,,card-wound,Unique card illustration is missing.
